timestamp,end,s,i,open,close,high,low,volume,n
2021-12-28,2021-12-28 23:59:59.999,ETH,1d,4037.35,3791.99,4037.36,3756.26,0.0,0
2021-12-29,2021-12-29 23:59:59.999,ETH,1d,3792.0,3628.55,3825.91,3600.45,0.0,0
2021-12-30,2021-12-30 23:59:59.999,ETH,1d,3628.49,3708.37,3766.71,3580.0,0.0,0
2021-12-31,2021-12-31 23:59:59.999,ETH,1d,3708.45,3676.02,3814.95,3621.32,0.0,0
2022-01-01,2022-01-01 23:59:59.999,ETH,1d,3676.01,3763.06,3776.33,3671.86,0.0,0
2022-01-02,2022-01-02 23:59:59.999,ETH,1d,3763.05,3826.21,3860.0,3714.48,0.0,0
2022-01-03,2022-01-03 23:59:59.999,ETH,1d,3826.1,3764.07,3850.0,3680.0,0.0,0
2022-01-04,2022-01-04 23:59:59.999,ETH,1d,3764.07,3785.6,3893.19,3711.0,0.0,0
2022-01-05,2022-01-05 23:59:59.999,ETH,1d,3785.6,3537.71,3847.18,3405.0,0.0,0
2022-01-06,2022-01-06 23:59:59.999,ETH,1d,3537.81,3404.6,3549.11,3292.31,0.0,0
2022-01-07,2022-01-07 23:59:59.999,ETH,1d,3404.61,3196.58,3415.35,3040.77,0.0,0
2022-01-08,2022-01-08 23:59:59.999,ETH,1d,3196.58,3080.03,3248.03,2996.45,0.0,0
2022-01-09,2022-01-09 23:59:59.999,ETH,1d,3079.86,3150.0,3209.4,3057.0,0.0,0
2022-01-10,2022-01-10 23:59:59.999,ETH,1d,3149.99,3081.31,3179.16,2924.78,0.0,0
2022-01-11,2022-01-11 23:59:59.999,ETH,1d,3081.25,3236.86,3262.66,3050.58,0.0,0
2022-01-12,2022-01-12 23:59:59.999,ETH,1d,3236.86,3369.93,3411.0,3203.85,0.0,0
2022-01-13,2022-01-13 23:59:59.999,ETH,1d,3369.92,3240.36,3408.89,3230.97,0.0,0
2022-01-14,2022-01-14 23:59:59.999,ETH,1d,3240.32,3305.6,3342.63,3181.2,0.0,0
2022-01-15,2022-01-15 23:59:59.999,ETH,1d,3305.61,3324.05,3372.0,3257.59,0.0,0
2022-01-16,2022-01-16 23:59:59.999,ETH,1d,3324.06,3345.49,3394.62,3269.01,0.0,0
2022-01-17,2022-01-17 23:59:59.999,ETH,1d,3345.5,3208.61,3355.3,3139.37,0.0,0
2022-01-18,2022-01-18 23:59:59.999,ETH,1d,3208.6,3159.32,3243.95,3080.5,0.0,0
2022-01-19,2022-01-19 23:59:59.999,ETH,1d,3159.31,3082.81,3174.6,3045.0,0.0,0
2022-01-20,2022-01-20 23:59:59.999,ETH,1d,3082.8,2999.92,3272.24,2985.0,0.0,0
2022-01-21,2022-01-21 23:59:59.999,ETH,1d,2999.92,2566.91,3031.9,2460.0,0.0,0
2022-01-22,2022-01-22 23:59:59.999,ETH,1d,2566.91,2410.96,2625.6,2293.56,0.0,0
2022-01-23,2022-01-23 23:59:59.999,ETH,1d,2410.57,2538.41,2549.0,2368.0,0.0,0
2022-01-24,2022-01-24 23:59:59.999,ETH,1d,2538.4,2438.13,2539.59,2151.0,0.0,0
2022-01-25,2022-01-25 23:59:59.999,ETH,1d,2437.87,2457.37,2504.98,2349.6,0.0,0
2022-01-26,2022-01-26 23:59:59.999,ETH,1d,2457.37,2461.61,2720.06,2400.01,0.0,0
2022-01-27,2022-01-27 23:59:59.999,ETH,1d,2461.62,2422.61,2520.0,2314.33,0.0,0
2022-01-28,2022-01-28 23:59:59.999,ETH,1d,2422.61,2543.34,2556.93,2357.0,0.0,0
2022-01-29,2022-01-29 23:59:59.999,ETH,1d,2543.34,2599.94,2658.41,2519.21,0.0,0
2022-01-30,2022-01-30 23:59:59.999,ETH,1d,2599.93,2600.45,2644.93,2541.46,0.0,0
2022-01-31,2022-01-31 23:59:59.999,ETH,1d,2600.45,2685.34,2706.47,2475.33,0.0,0
2022-02-01,2022-02-01 23:59:59.999,ETH,1d,2685.34,2786.38,2812.94,2672.61,0.0,0
2022-02-02,2022-02-02 23:59:59.999,ETH,1d,2786.37,2678.0,2810.0,2610.4,0.0,0
2022-02-03,2022-02-03 23:59:59.999,ETH,1d,2678.47,2694.37,2722.99,2572.64,0.0,0
2022-02-04,2022-02-04 23:59:59.999,ETH,1d,2694.2,2993.65,2995.0,2670.14,0.0,0
2022-02-05,2022-02-05 23:59:59.999,ETH,1d,2993.64,3011.59,3059.91,2958.01,0.0,0
2022-02-06,2022-02-06 23:59:59.999,ETH,1d,3011.58,3054.26,3075.0,2948.0,0.0,0
2022-02-07,2022-02-07 23:59:59.999,ETH,1d,3054.26,3138.55,3185.99,2990.83,0.0,0
2022-02-08,2022-02-08 23:59:59.999,ETH,1d,3138.55,3115.23,3246.65,3023.28,0.0,0
2022-02-09,2022-02-09 23:59:59.999,ETH,1d,3115.23,3241.82,3269.16,3052.5,0.0,0
2022-02-10,2022-02-10 23:59:59.999,ETH,1d,3241.79,3070.9,3282.96,3055.24,0.0,0
2022-02-11,2022-02-11 23:59:59.999,ETH,1d,3070.89,2926.04,3136.55,2873.5,0.0,0
2022-02-12,2022-02-12 23:59:59.999,ETH,1d,2926.03,2916.93,2983.62,2855.0,0.0,0
2022-02-13,2022-02-13 23:59:59.999,ETH,1d,2917.04,2870.32,2952.66,2830.31,0.0,0
2022-02-14,2022-02-14 23:59:59.999,ETH,1d,2870.33,2928.87,2964.44,2829.8,0.0,0
2022-02-15,2022-02-15 23:59:59.999,ETH,1d,2928.87,3183.73,3198.0,2911.85,0.0,0
2022-02-16,2022-02-16 23:59:59.999,ETH,1d,3183.74,3121.8,3186.79,3040.42,0.0,0
2022-02-17,2022-02-17 23:59:59.999,ETH,1d,3121.8,2890.8,3158.68,2850.0,0.0,0
2022-02-18,2022-02-18 23:59:59.999,ETH,1d,2890.75,2778.46,2941.94,2750.0,0.0,0
2022-02-19,2022-02-19 23:59:59.999,ETH,1d,2778.46,2761.89,2829.99,2691.0,0.0,0
2022-02-20,2022-02-20 23:59:59.999,ETH,1d,2761.9,2620.72,2762.89,2573.33,0.0,0
2022-02-21,2022-02-21 23:59:59.999,ETH,1d,2620.72,2566.88,2758.0,2555.56,0.0,0
2022-02-22,2022-02-22 23:59:59.999,ETH,1d,2566.88,2635.57,2670.0,2495.0,0.0,0
2022-02-23,2022-02-23 23:59:59.999,ETH,1d,2635.57,2578.02,2752.38,2573.39,0.0,0
2022-02-24,2022-02-24 23:59:59.999,ETH,1d,2578.02,2595.47,2777.33,2298.72,0.0,0
2022-02-25,2022-02-25 23:59:59.999,ETH,1d,2595.47,2766.36,2835.0,2571.68,0.0,0
2022-02-26,2022-02-26 23:59:59.999,ETH,1d,2766.42,2778.15,2882.0,2726.0,0.0,0
2022-02-27,2022-02-27 23:59:59.999,ETH,1d,2778.15,2615.99,2836.21,2553.68,0.0,0
2022-02-28,2022-02-28 23:59:59.999,ETH,1d,2615.99,2920.1,2966.0,2565.0,0.0,0
2022-03-01,2022-03-01 23:59:59.999,ETH,1d,2920.05,2975.61,3036.0,2852.2,0.0,0
2022-03-02,2022-03-02 23:59:59.999,ETH,1d,2975.61,2947.47,3046.46,2912.96,0.0,0
2022-03-03,2022-03-03 23:59:59.999,ETH,1d,2947.48,2832.97,2970.0,2781.77,0.0,0
2022-03-04,2022-03-04 23:59:59.999,ETH,1d,2832.98,2620.25,2835.9,2570.65,0.0,0
2022-03-05,2022-03-05 23:59:59.999,ETH,1d,2620.25,2663.55,2684.87,2588.0,0.0,0
2022-03-06,2022-03-06 23:59:59.999,ETH,1d,2663.55,2549.37,2674.61,2529.0,0.0,0
2022-03-07,2022-03-07 23:59:59.999,ETH,1d,2549.36,2489.9,2650.0,2431.62,0.0,0
2022-03-08,2022-03-08 23:59:59.999,ETH,1d,2489.84,2575.49,2623.0,2478.35,0.0,0
2022-03-09,2022-03-09 23:59:59.999,ETH,1d,2575.5,2726.37,2773.17,2566.41,0.0,0
2022-03-10,2022-03-10 23:59:59.999,ETH,1d,2726.37,2605.44,2733.37,2546.83,0.0,0
2022-03-11,2022-03-11 23:59:59.999,ETH,1d,2605.43,2555.89,2676.2,2520.5,0.0,0
2022-03-12,2022-03-12 23:59:59.999,ETH,1d,2555.9,2567.64,2620.0,2552.22,0.0,0
2022-03-13,2022-03-13 23:59:59.999,ETH,1d,2567.63,2514.07,2604.13,2490.25,0.0,0
2022-03-14,2022-03-14 23:59:59.999,ETH,1d,2513.77,2588.96,2609.32,2496.85,0.0,0
2022-03-15,2022-03-15 23:59:59.999,ETH,1d,2588.96,2617.29,2668.8,2504.5,0.0,0
2022-03-16,2022-03-16 23:59:59.999,ETH,1d,2617.29,2772.78,2789.86,2602.06,0.0,0
2022-03-17,2022-03-17 23:59:59.999,ETH,1d,2772.78,2810.74,2839.0,2745.33,0.0,0
2022-03-18,2022-03-18 23:59:59.999,ETH,1d,2810.75,2938.02,2984.72,2760.0,0.0,0
2022-03-19,2022-03-19 23:59:59.999,ETH,1d,2938.03,2950.0,2992.0,2890.6,0.0,0
2022-03-20,2022-03-20 23:59:59.999,ETH,1d,2949.9,2860.47,2965.0,2817.49,0.0,0
2022-03-21,2022-03-21 23:59:59.999,ETH,1d,2860.53,2889.08,2960.0,2830.5,0.0,0
2022-03-22,2022-03-22 23:59:59.999,ETH,1d,2889.07,2968.49,3055.9,2885.49,0.0,0
2022-03-23,2022-03-23 23:59:59.999,ETH,1d,2968.48,3035.55,3043.69,2915.51,0.0,0
2022-03-24,2022-03-24 23:59:59.999,ETH,1d,3035.54,3109.89,3129.75,3001.0,0.0,0
2022-03-25,2022-03-25 23:59:59.999,ETH,1d,3109.89,3101.37,3195.0,3075.0,0.0,0
2022-03-26,2022-03-26 23:59:59.999,ETH,1d,3101.37,3143.47,3152.24,3084.03,0.0,0
2022-03-27,2022-03-27 23:59:59.999,ETH,1d,3143.47,3295.01,3299.33,3125.26,0.0,0
2022-03-28,2022-03-28 23:59:59.999,ETH,1d,3295.01,3333.62,3430.0,3274.3,0.0,0
2022-03-29,2022-03-29 23:59:59.999,ETH,1d,3333.62,3399.0,3480.0,3330.32,0.0,0
2022-03-30,2022-03-30 23:59:59.999,ETH,1d,3399.0,3385.1,3447.74,3332.0,0.0,0
2022-03-31,2022-03-31 23:59:59.999,ETH,1d,3385.09,3281.43,3444.6,3260.84,0.0,0
2022-04-01,2022-04-01 23:59:59.999,ETH,1d,3281.43,3454.33,3483.12,3210.06,0.0,0
2022-04-02,2022-04-02 23:59:59.999,ETH,1d,3454.33,3443.07,3533.0,3430.2,0.0,0
2022-04-03,2022-04-03 23:59:59.999,ETH,1d,3443.06,3520.76,3580.0,3411.9,0.0,0
2022-04-04,2022-04-04 23:59:59.999,ETH,1d,3520.65,3518.96,3551.55,3405.03,0.0,0
2022-04-05,2022-04-05 23:59:59.999,ETH,1d,3518.97,3405.04,3554.99,3388.97,0.0,0
2022-04-06,2022-04-06 23:59:59.999,ETH,1d,3405.03,3166.78,3406.08,3160.19,0.0,0
2022-04-07,2022-04-07 23:59:59.999,ETH,1d,3166.77,3225.15,3267.58,3140.33,0.0,0
2022-04-08,2022-04-08 23:59:59.999,ETH,1d,3225.0,3191.26,3315.0,3171.95,0.0,0
2022-04-09,2022-04-09 23:59:59.999,ETH,1d,3191.27,3257.53,3269.62,3180.24,0.0,0
2022-04-10,2022-04-10 23:59:59.999,ETH,1d,3257.54,3200.24,3307.21,3187.0,0.0,0
2022-04-11,2022-04-11 23:59:59.999,ETH,1d,3200.24,2978.69,3212.0,2945.08,0.0,0
2022-04-12,2022-04-12 23:59:59.999,ETH,1d,2978.69,3026.3,3082.0,2948.19,0.0,0
2022-04-13,2022-04-13 23:59:59.999,ETH,1d,3026.31,3116.45,3133.0,2995.23,0.0,0
2022-04-14,2022-04-14 23:59:59.999,ETH,1d,3116.53,3019.82,3148.0,2973.47,0.0,0
2022-04-15,2022-04-15 23:59:59.999,ETH,1d,3019.82,3039.19,3062.81,2990.06,0.0,0
2022-04-16,2022-04-16 23:59:59.999,ETH,1d,3039.2,3057.99,3090.0,3008.08,0.0,0
2022-04-17,2022-04-17 23:59:59.999,ETH,1d,3058.0,2986.03,3082.56,2980.6,0.0,0
2022-04-18,2022-04-18 23:59:59.999,ETH,1d,2986.02,3054.02,3069.0,2875.87,0.0,0
2022-04-19,2022-04-19 23:59:59.999,ETH,1d,3054.02,3100.42,3129.43,3027.66,0.0,0
2022-04-20,2022-04-20 23:59:59.999,ETH,1d,3100.43,3074.01,3173.89,3031.48,0.0,0
2022-04-21,2022-04-21 23:59:59.999,ETH,1d,3073.96,2981.31,3180.0,2933.33,0.0,0
2022-04-22,2022-04-22 23:59:59.999,ETH,1d,2981.31,2960.38,3035.37,2930.26,0.0,0
2022-04-23,2022-04-23 23:59:59.999,ETH,1d,2960.39,2930.28,2976.82,2904.36,0.0,0
2022-04-24,2022-04-24 23:59:59.999,ETH,1d,2930.28,2918.97,2967.2,2908.99,0.0,0
2022-04-25,2022-04-25 23:59:59.999,ETH,1d,2918.98,3006.11,3026.02,2791.3,0.0,0
2022-04-26,2022-04-26 23:59:59.999,ETH,1d,3006.12,2807.88,3043.0,2761.27,0.0,0
2022-04-27,2022-04-27 23:59:59.999,ETH,1d,2807.89,2887.57,2920.0,2792.27,0.0,0
2022-04-28,2022-04-28 23:59:59.999,ETH,1d,2887.57,2935.39,2979.76,2853.24,0.0,0
2022-04-29,2022-04-29 23:59:59.999,ETH,1d,2935.39,2815.37,2946.29,2776.0,0.0,0
2022-04-30,2022-04-30 23:59:59.999,ETH,1d,2815.38,2725.1,2841.04,2711.65,0.0,0
2022-05-01,2022-05-01 23:59:59.999,ETH,1d,2725.1,2823.38,2849.0,2714.5,0.0,0
2022-05-02,2022-05-02 23:59:59.999,ETH,1d,2823.38,2855.16,2882.15,2774.97,0.0,0
2022-05-03,2022-05-03 23:59:59.999,ETH,1d,2855.15,2780.91,2860.76,2753.0,0.0,0
2022-05-04,2022-05-04 23:59:59.999,ETH,1d,2780.92,2939.76,2965.0,2770.08,0.0,0
2022-05-05,2022-05-05 23:59:59.999,ETH,1d,2939.76,2746.37,2955.79,2684.84,0.0,0
2022-05-06,2022-05-06 23:59:59.999,ETH,1d,2746.36,2691.59,2757.28,2630.0,0.0,0
2022-05-07,2022-05-07 23:59:59.999,ETH,1d,2691.6,2634.82,2703.61,2581.89,0.0,0
2022-05-08,2022-05-08 23:59:59.999,ETH,1d,2634.82,2518.9,2641.11,2480.0,0.0,0
2022-05-09,2022-05-09 23:59:59.999,ETH,1d,2519.03,2227.48,2530.88,2222.46,0.0,0
2022-05-10,2022-05-10 23:59:59.999,ETH,1d,2227.62,2340.86,2455.88,2197.38,0.0,0
2022-05-11,2022-05-11 23:59:59.999,ETH,1d,2340.85,2083.98,2451.86,2002.0,0.0,0
2022-05-12,2022-05-12 23:59:59.999,ETH,1d,2083.98,1959.78,2193.7,1775.43,0.0,0
2022-05-13,2022-05-13 23:59:59.999,ETH,1d,1959.79,2008.49,2149.99,1939.33,0.0,0
2022-05-14,2022-05-14 23:59:59.999,ETH,1d,2008.48,2055.0,2068.6,1950.07,0.0,0
2022-05-15,2022-05-15 23:59:59.999,ETH,1d,2054.99,2144.07,2174.32,2000.0,0.0,0
2022-05-16,2022-05-16 23:59:59.999,ETH,1d,2144.06,2022.89,2144.07,1976.0,0.0,0
2022-05-17,2022-05-17 23:59:59.999,ETH,1d,2022.79,2090.0,2124.1,2006.71,0.0,0
2022-05-18,2022-05-18 23:59:59.999,ETH,1d,2090.0,1914.2,2110.89,1906.61,0.0,0
2022-05-19,2022-05-19 23:59:59.999,ETH,1d,1914.19,2019.46,2039.3,1901.7,0.0,0
2022-05-20,2022-05-20 23:59:59.999,ETH,1d,2019.45,1958.69,2064.74,1922.0,0.0,0
2022-05-21,2022-05-21 23:59:59.999,ETH,1d,1958.69,1973.94,1990.75,1935.52,0.0,0
2022-05-22,2022-05-22 23:59:59.999,ETH,1d,1973.94,2042.63,2056.73,1965.25,0.0,0
2022-05-23,2022-05-23 23:59:59.999,ETH,1d,2042.63,1972.45,2088.6,1955.01,0.0,0
2022-05-24,2022-05-24 23:59:59.999,ETH,1d,1972.45,1978.56,1993.72,1911.38,0.0,0
2022-05-25,2022-05-25 23:59:59.999,ETH,1d,1978.56,1942.0,2022.74,1933.0,0.0,0
2022-05-26,2022-05-26 23:59:59.999,ETH,1d,1942.01,1791.02,1965.28,1725.0,0.0,0
2022-05-27,2022-05-27 23:59:59.999,ETH,1d,1790.99,1726.55,1821.85,1694.97,0.0,0
2022-05-28,2022-05-28 23:59:59.999,ETH,1d,1726.55,1791.74,1809.33,1721.3,0.0,0
2022-05-29,2022-05-29 23:59:59.999,ETH,1d,1791.75,1812.45,1829.0,1755.25,0.0,0
2022-05-30,2022-05-30 23:59:59.999,ETH,1d,1812.46,1997.87,2013.56,1801.52,0.0,0
2022-05-31,2022-05-31 23:59:59.999,ETH,1d,1997.87,1941.68,2016.77,1922.0,0.0,0
2022-06-01,2022-06-01 23:59:59.999,ETH,1d,1941.68,1817.1,1972.77,1758.52,0.0,0
2022-06-02,2022-06-02 23:59:59.999,ETH,1d,1817.16,1833.37,1852.99,1780.48,0.0,0
2022-06-03,2022-06-03 23:59:59.999,ETH,1d,1833.37,1774.15,1843.33,1733.01,0.0,0
2022-06-04,2022-06-04 23:59:59.999,ETH,1d,1774.16,1803.71,1815.48,1747.45,0.0,0
2022-06-05,2022-06-05 23:59:59.999,ETH,1d,1803.7,1805.39,1830.0,1772.19,0.0,0
2022-06-06,2022-06-06 23:59:59.999,ETH,1d,1805.4,1859.11,1919.33,1803.52,0.0,0
2022-06-07,2022-06-07 23:59:59.999,ETH,1d,1859.1,1812.61,1875.0,1722.0,0.0,0
2022-06-08,2022-06-08 23:59:59.999,ETH,1d,1812.62,1791.02,1840.13,1763.87,0.0,0
2022-06-09,2022-06-09 23:59:59.999,ETH,1d,1791.01,1788.03,1832.7,1776.32,0.0,0
2022-06-10,2022-06-10 23:59:59.999,ETH,1d,1788.03,1661.95,1803.82,1650.0,0.0,0
2022-06-11,2022-06-11 23:59:59.999,ETH,1d,1661.95,1532.19,1680.97,1498.93,0.0,0
2022-06-12,2022-06-12 23:59:59.999,ETH,1d,1532.19,1434.35,1548.81,1421.0,0.0,0
2022-06-13,2022-06-13 23:59:59.999,ETH,1d,1434.35,1209.04,1454.58,1162.0,0.0,0
2022-06-14,2022-06-14 23:59:59.999,ETH,1d,1209.03,1208.32,1268.9,1073.0,0.0,0
2022-06-15,2022-06-15 23:59:59.999,ETH,1d,1208.32,1236.49,1249.4,1012.42,0.0,0
2022-06-16,2022-06-16 23:59:59.999,ETH,1d,1236.48,1067.77,1257.29,1050.51,0.0,0
2022-06-17,2022-06-17 23:59:59.999,ETH,1d,1067.77,1085.99,1118.0,1050.0,0.0,0
2022-06-18,2022-06-18 23:59:59.999,ETH,1d,1085.99,994.09,1097.0,878.04,0.0,0
2022-06-19,2022-06-19 23:59:59.999,ETH,1d,994.09,1127.88,1162.98,935.5,0.0,0
2022-06-20,2022-06-20 23:59:59.999,ETH,1d,1127.88,1127.83,1174.0,1052.05,0.0,0
2022-06-21,2022-06-21 23:59:59.999,ETH,1d,1127.82,1125.47,1194.0,1108.63,0.0,0
2022-06-22,2022-06-22 23:59:59.999,ETH,1d,1125.47,1049.4,1126.81,1042.0,0.0,0
2022-06-23,2022-06-23 23:59:59.999,ETH,1d,1049.41,1143.71,1156.01,1044.16,0.0,0
2022-06-24,2022-06-24 23:59:59.999,ETH,1d,1143.71,1224.42,1244.94,1131.36,0.0,0
2022-06-25,2022-06-25 23:59:59.999,ETH,1d,1224.42,1241.6,1258.0,1179.03,0.0,0
2022-06-26,2022-06-26 23:59:59.999,ETH,1d,1241.6,1197.21,1280.0,1193.54,0.0,0
2022-06-27,2022-06-27 23:59:59.999,ETH,1d,1197.2,1191.9,1238.89,1172.14,0.0,0
2022-06-28,2022-06-28 23:59:59.999,ETH,1d,1191.89,1143.5,1239.66,1135.65,0.0,0
2022-06-29,2022-06-29 23:59:59.999,ETH,1d,1143.51,1099.32,1156.76,1085.6,0.0,0
2022-06-30,2022-06-30 23:59:59.999,ETH,1d,1099.33,1070.85,1106.6,995.0,0.0,0
2022-07-01,2022-07-01 23:59:59.999,ETH,1d,1070.9,1059.24,1118.21,1032.65,0.0,0
2022-07-02,2022-07-02 23:59:59.999,ETH,1d,1059.16,1066.53,1078.98,1026.16,0.0,0
2022-07-03,2022-07-03 23:59:59.999,ETH,1d,1066.53,1073.9,1088.0,1040.01,0.0,0
2022-07-04,2022-07-04 23:59:59.999,ETH,1d,1073.91,1150.23,1160.68,1044.33,0.0,0
2022-07-05,2022-07-05 23:59:59.999,ETH,1d,1150.23,1131.8,1176.0,1075.0,0.0,0
2022-07-06,2022-07-06 23:59:59.999,ETH,1d,1131.81,1186.37,1205.45,1111.03,0.0,0
2022-07-07,2022-07-07 23:59:59.999,ETH,1d,1186.36,1236.92,1254.82,1162.93,0.0,0
2022-07-08,2022-07-08 23:59:59.999,ETH,1d,1236.91,1213.53,1277.0,1192.0,0.0,0
2022-07-09,2022-07-09 23:59:59.999,ETH,1d,1213.53,1216.48,1236.87,1203.75,0.0,0
2022-07-10,2022-07-10 23:59:59.999,ETH,1d,1216.49,1167.81,1219.5,1152.0,0.0,0
2022-07-11,2022-07-11 23:59:59.999,ETH,1d,1167.81,1095.95,1170.97,1091.1,0.0,0
2022-07-12,2022-07-12 23:59:59.999,ETH,1d,1095.88,1037.88,1097.51,1032.09,0.0,0
2022-07-13,2022-07-13 23:59:59.999,ETH,1d,1037.88,1114.19,1120.0,1005.0,0.0,0
2022-07-14,2022-07-14 23:59:59.999,ETH,1d,1114.18,1193.01,1216.9,1070.57,0.0,0
2022-07-15,2022-07-15 23:59:59.999,ETH,1d,1193.01,1230.58,1294.99,1180.74,0.0,0
2022-07-16,2022-07-16 23:59:59.999,ETH,1d,1230.59,1355.37,1440.57,1191.41,0.0,0
2022-07-17,2022-07-17 23:59:59.999,ETH,1d,1355.38,1338.27,1387.92,1316.0,0.0,0
2022-07-18,2022-07-18 23:59:59.999,ETH,1d,1338.28,1580.12,1597.19,1335.49,0.0,0
2022-07-19,2022-07-19 23:59:59.999,ETH,1d,1580.12,1541.39,1640.0,1492.57,0.0,0
2022-07-20,2022-07-20 23:59:59.999,ETH,1d,1541.4,1521.34,1620.0,1477.0,0.0,0
2022-07-21,2022-07-21 23:59:59.999,ETH,1d,1521.26,1575.39,1607.0,1462.3,0.0,0
2022-07-22,2022-07-22 23:59:59.999,ETH,1d,1575.38,1534.53,1646.3,1515.75,0.0,0
2022-07-23,2022-07-23 23:59:59.999,ETH,1d,1534.53,1548.01,1596.72,1485.53,0.0,0
2022-07-24,2022-07-24 23:59:59.999,ETH,1d,1548.01,1597.77,1664.9,1543.45,0.0,0
2022-07-25,2022-07-25 23:59:59.999,ETH,1d,1597.77,1440.4,1609.26,1433.2,0.0,0
2022-07-26,2022-07-26 23:59:59.999,ETH,1d,1440.4,1448.27,1455.0,1355.0,0.0,0
2022-07-27,2022-07-27 23:59:59.999,ETH,1d,1448.28,1635.45,1644.66,1420.22,0.0,0
2022-07-28,2022-07-28 23:59:59.999,ETH,1d,1635.46,1723.82,1784.5,1595.0,0.0,0
2022-07-29,2022-07-29 23:59:59.999,ETH,1d,1723.83,1721.85,1766.3,1656.0,0.0,0
2022-07-30,2022-07-30 23:59:59.999,ETH,1d,1721.85,1696.68,1744.0,1671.0,0.0,0
2022-07-31,2022-07-31 23:59:59.999,ETH,1d,1696.68,1677.63,1755.55,1666.0,0.0,0
2022-08-01,2022-08-01 23:59:59.999,ETH,1d,1677.63,1629.45,1704.32,1605.5,0.0,0
2022-08-02,2022-08-02 23:59:59.999,ETH,1d,1629.45,1629.97,1678.0,1557.8,0.0,0
2022-08-03,2022-08-03 23:59:59.999,ETH,1d,1629.98,1617.37,1685.91,1588.5,0.0,0
2022-08-04,2022-08-04 23:59:59.999,ETH,1d,1617.37,1607.2,1664.28,1580.0,0.0,0
2022-08-05,2022-08-05 23:59:59.999,ETH,1d,1607.2,1737.13,1743.4,1605.0,0.0,0
2022-08-06,2022-08-06 23:59:59.999,ETH,1d,1737.12,1689.85,1751.0,1685.03,0.0,0
2022-08-07,2022-08-07 23:59:59.999,ETH,1d,1689.84,1699.25,1729.39,1667.0,0.0,0
2022-08-08,2022-08-08 23:59:59.999,ETH,1d,1699.25,1776.09,1819.78,1693.15,0.0,0
2022-08-09,2022-08-09 23:59:59.999,ETH,1d,1776.08,1702.04,1790.0,1666.05,0.0,0
2022-08-10,2022-08-10 23:59:59.999,ETH,1d,1702.04,1853.24,1886.75,1655.0,0.0,0
2022-08-11,2022-08-11 23:59:59.999,ETH,1d,1853.25,1879.35,1943.0,1849.8,0.0,0
2022-08-12,2022-08-12 23:59:59.999,ETH,1d,1879.35,1957.4,1964.46,1852.0,0.0,0
2022-08-13,2022-08-13 23:59:59.999,ETH,1d,1957.4,1982.8,2019.0,1945.5,0.0,0
2022-08-14,2022-08-14 23:59:59.999,ETH,1d,1982.79,1934.55,2030.0,1905.0,0.0,0
2022-08-15,2022-08-15 23:59:59.999,ETH,1d,1934.56,1898.56,2012.94,1871.0,0.0,0
2022-08-16,2022-08-16 23:59:59.999,ETH,1d,1898.55,1875.78,1915.0,1850.0,0.0,0
2022-08-17,2022-08-17 23:59:59.999,ETH,1d,1875.79,1833.55,1957.7,1818.01,0.0,0
2022-08-18,2022-08-18 23:59:59.999,ETH,1d,1833.55,1845.86,1882.0,1820.11,0.0,0
2022-08-19,2022-08-19 23:59:59.999,ETH,1d,1845.86,1608.29,1847.65,1601.85,0.0,0
2022-08-20,2022-08-20 23:59:59.999,ETH,1d,1608.29,1574.93,1657.0,1520.64,0.0,0
2022-08-21,2022-08-21 23:59:59.999,ETH,1d,1574.92,1617.17,1648.7,1560.0,0.0,0
2022-08-22,2022-08-22 23:59:59.999,ETH,1d,1617.17,1624.02,1629.0,1528.0,0.0,0
2022-08-23,2022-08-23 23:59:59.999,ETH,1d,1624.02,1664.19,1680.0,1562.41,0.0,0
2022-08-24,2022-08-24 23:59:59.999,ETH,1d,1664.19,1655.71,1693.84,1605.0,0.0,0
2022-08-25,2022-08-25 23:59:59.999,ETH,1d,1655.71,1694.16,1722.0,1652.27,0.0,0
2022-08-26,2022-08-26 23:59:59.999,ETH,1d,1694.15,1507.23,1706.0,1485.0,0.0,0
2022-08-27,2022-08-27 23:59:59.999,ETH,1d,1507.22,1490.0,1517.4,1443.4,0.0,0
2022-08-28,2022-08-28 23:59:59.999,ETH,1d,1490.0,1426.3,1510.0,1423.1,0.0,0
2022-08-29,2022-08-29 23:59:59.999,ETH,1d,1426.29,1550.67,1559.79,1420.59,0.0,0
2022-08-30,2022-08-30 23:59:59.999,ETH,1d,1550.66,1523.48,1605.0,1471.92,0.0,0
2022-08-31,2022-08-31 23:59:59.999,ETH,1d,1523.49,1553.04,1621.29,1523.26,0.0,0
2022-09-01,2022-09-01 23:59:59.999,ETH,1d,1553.04,1585.4,1599.0,1505.0,0.0,0
2022-09-02,2022-09-02 23:59:59.999,ETH,1d,1585.4,1574.49,1649.64,1545.0,0.0,0
2022-09-03,2022-09-03 23:59:59.999,ETH,1d,1574.49,1556.41,1582.02,1532.6,0.0,0
2022-09-04,2022-09-04 23:59:59.999,ETH,1d,1556.42,1578.14,1586.0,1539.7,0.0,0
2022-09-05,2022-09-05 23:59:59.999,ETH,1d,1578.14,1616.92,1631.6,1555.72,0.0,0
2022-09-06,2022-09-06 23:59:59.999,ETH,1d,1616.93,1558.23,1686.75,1551.7,0.0,0
2022-09-07,2022-09-07 23:59:59.999,ETH,1d,1558.23,1629.35,1657.6,1486.16,0.0,0
